WHOREGION,FLUSEASON,HEMISPHERE,COUNTRY_CODE,COUNTRY_AREA_TERRITORY,ISO_WEEKSTARTDATE,ISO_YEAR,ISO_WEEK,SPEC_PROCESSED_NB,AH1N12009,AH1,AH3,AH5,AH7N9,ANOTSUBTYPED,ANOTSUBTYPABLE,AOTHER_SUBTYPE,INF_A,BVIC_2DEL,BVIC_3DEL,BVIC_NODEL,BVIC_DELUNK,BYAM,BNOTDETERMINED,INF_B,INF_ALL,INF_NEGATIVE
AMR,YR,NH,HTI,Haiti,2018-09-24,2018,39,56.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,43.0
AMR,YR,SH,BRA,Brazil,2022-11-28,2022,48,1247.0,3.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1235.0
EMR,YR,NH,QAT,Qatar,2017-05-29,2017,22,465.0,58.0,0.0,0.0,0.0,0.0,62.0,0.0,0.0,120.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,124.0,341.0
EUR,NH,NH,DNK,Denmark,2018-03-19,2018,12,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,6.0,0.0
AFR,YR,NH,TGO,Togo,2022-04-04,2022,14,45.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,9.0,36.0
AFR,YR,NH,GHA,Ghana,2021-01-25,2021,4,43.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5.0,38.0
WPR,YR,NH,SGP,Singapore,2020-10-05,2020,41,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0
EUR,NH,NH,ITA,Italy,2020-01-27,2020,5,1581.0,148.0,0.0,191.0,0.0,0.0,20.0,0.0,0.0,359.0,0.0,0.0,47.0,0.0,1.0,137.0,185.0,544.0,1037.0
AMR,SH,SH,PRY,Paraguay,2021-04-05,2021,14,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0
AFR,YR,NH,CMR,Cameroon,2020-04-06,2020,15,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0
AMR,YR,SH,PER,Peru,2021-07-12,2021,28,8763.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8763.0
AFR,YR,NH,NER,Niger,2012-03-05,2012,10,19.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,16.0
WPR,YR,NH,MYS,Malaysia,2021-03-29,2021,13,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0
SEAR,YR,NH,THA,Thailand,2017-10-23,2017,43,34.0,1.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,11.0,23.0
WPR,YR,NH,VNM,Viet Nam,2017-05-01,2017,18,53.0,9.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,17.0,36.0
AFR,YR,NH,NER,Niger,2013-12-30,2014,1,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,5.0
AMR,YR,NH,SLV,El Salvador,2022-04-18,2022,16,14.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,4.0
EMR,NH,NH,EGY,Egypt,2021-11-08,2021,45,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0
AMR,YR,NH,NIC,Nicaragua,2020-01-06,2020,2,69.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,68.0
SEAR,YR,NH,NPL,Nepal,2019-12-30,2020,1,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,20.0
AMR,SH,SH,URY,Uruguay,2020-10-26,2020,44,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
SEAR,YR,NH,NPL,Nepal,2018-07-02,2018,27,37.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,35.0
AFR,YR,NH,CIV,Côte d'Ivoire,2018-05-21,2018,21,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,6.0,0.0,18.0,18.0,53.0
AMR,YR,NH,TCA,Turks and Caicos Islands,2020-01-27,2020,5,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0
EMR,NH,NH,PSE,"occupied Palestinian territory, including east Jerusalem",2019-09-02,2019,36,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
WPR,SH,SH,AUS,Australia,2018-09-24,2018,39,1502.0,81.0,0.0,29.0,0.0,0.0,48.0,0.0,0.0,158.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,170.0,1332.0
AFR,YR,NH,GHA,Ghana,2017-04-24,2017,17,104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0
EMR,YR,NH,JOR,Jordan,2018-03-05,2018,10,46.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,5.0,41.0
SEAR,YR,NH,NPL,Nepal,2020-10-26,2020,44,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
WPR,YR,NH,LAO,Lao People's Democratic Republic,2021-02-22,2021,8,87.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,73.0
AMR,YR,NH,NIC,Nicaragua,2016-04-18,2016,16,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0
SEAR,YR,NH,NPL,Nepal,2021-06-14,2021,24,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0
AMR,YR,NH,MTQ,Martinique,2019-02-04,2019,6,12.0,6.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2.0
AMR,SH,SH,PRY,Paraguay,2022-03-28,2022,13,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0
EMR,YR,NH,IRQ,Iraq,2018-01-08,2018,2,63.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,24.0,39.0
SEAR,YR,NH,THA,Thailand,2020-12-21,2020,52,69.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,68.0
AMR,YR,NH,HND,Honduras,2021-06-28,2021,26,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0
AFR,SH,SH,ZAF,South Africa,2021-02-01,2021,5,124.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124.0
EMR,YR,NH,IRQ,Iraq,2018-10-29,2018,44,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
EMR,YR,NH,QAT,Qatar,2022-06-06,2022,23,450.0,4.0,0.0,140.0,0.0,0.0,46.0,0.0,0.0,190.0,0.0,0.0,0.0,0.0,0.0,23.0,23.0,213.0,237.0
EMR,YR,NH,SYR,Syrian Arab Republic,2020-11-16,2020,47,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0
WPR,YR,NH,SGP,Singapore,2021-03-22,2021,12,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0
AFR,YR,NH,GHA,Ghana,2019-01-21,2019,4,73.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,71.0
SEAR,YR,NH,IND,India,2016-12-26,2016,52,104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,102.0
AFR,YR,NH,NER,Niger,2021-01-25,2021,4,48.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,40.0
AMR,NH,NH,USA,United States of America,2019-08-26,2019,35,370.0,14.0,0.0,34.0,0.0,0.0,4.0,0.0,0.0,52.0,0.0,0.0,29.0,0.0,0.0,6.0,35.0,87.0,283.0
AMR,YR,SH,BRA,Brazil,2023-04-24,2023,17,10355.0,573.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,574.0,0.0,0.0,0.0,0.0,0.0,611.0,611.0,1185.0,9170.0
AFR,YR,NH,KEN,Kenya,2023-06-26,2023,26,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0
EMR,NH,NH,PSE,"occupied Palestinian territory, including east Jerusalem",2020-05-25,2020,22,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
AFR,YR,SH,MDG,Madagascar,2018-11-26,2018,48,31.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,3.0,28.0
EMR,YR,NH,AFG,Afghanistan,2019-03-04,2019,10,89.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,87.0
AFR,YR,SH,MOZ,Mozambique,2021-04-05,2021,14,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
AMR,YR,NH,MTQ,Martinique,2017-10-23,2017,43,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
AFR,YR,SH,MDG,Madagascar,2016-05-02,2016,18,22.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,16.0
EMR,YR,NH,JOR,Jordan,2016-11-28,2016,48,54.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,32.0
AFR,YR,NH,SEN,Senegal,2021-09-20,2021,38,50.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,36.0
WPR,NH,NH,KOR,Republic of Korea,2005-01-24,2005,4,46.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0
EMR,YR,NH,SAU,Saudi Arabia,2020-11-16,2020,47,338.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,332.0
AMR,NH,NH,USA,United States of America,2015-12-28,2015,53,18865.0,0.0,0.0,0.0,0.0,0.0,264.0,0.0,0.0,264.0,0.0,0.0,0.0,0.0,0.0,200.0,200.0,464.0,18401.0
SEAR,YR,NH,NPL,Nepal,2020-08-17,2020,34,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
EMR,YR,NH,SAU,Saudi Arabia,2016-12-26,2016,52,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
EMR,NH,NH,TUN,Tunisia,2019-02-18,2019,8,72.0,8.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,27.0,45.0
WPR,SH,SH,AUS,Australia,2016-02-15,2016,7,240.0,13.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,19.0,221.0
EUR,NH,NH,ITA,Italy,2021-06-14,2021,24,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0
AMR,YR,NH,PAN,Panama,2020-08-24,2020,35,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0
SEAR,NH,NH,PRK,Democratic People's Republic of Korea,2018-06-04,2018,23,40.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,35.0
AFR,NH,NH,DZA,Algeria,2021-12-06,2021,49,46.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,38.0
WPR,SH,SH,AUS,Australia,1998-11-30,1998,49,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
EMR,YR,NH,AFG,Afghanistan,2019-12-23,2019,52,105.0,21.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,78.0
AMR,YR,NH,BRB,Barbados,2015-12-07,2015,50,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
AFR,YR,NH,UGA,Uganda,2018-11-19,2018,47,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
EMR,NH,NH,EGY,Egypt,2023-05-08,2023,19,364.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,13.0,13.0,16.0,348.0
AMR,YR,SH,PER,Peru,2015-10-26,2015,44,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0
SEAR,YR,SH,TLS,Timor-Leste,2021-02-15,2021,7,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0
SEAR,YR,NH,BGD,Bangladesh,2020-02-03,2020,6,160.0,4.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,151.0
AFR,YR,SH,TZA,United Republic of Tanzania,2021-02-08,2021,6,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,26.0
AFR,YR,NH,CMR,Cameroon,2021-11-08,2021,45,20.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,16.0
AMR,YR,SH,BOL,Bolivia (Plurinational State of),2022-08-08,2022,32,23.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,21.0
SEAR,YR,NH,IND,India,2018-02-26,2018,9,150.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,5.0,3.0,8.0,11.0,139.0
WPR,YR,NH,SGP,Singapore,2018-08-27,2018,35,33.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,6.0,27.0
AFR,YR,NH,TGO,Togo,2023-05-08,2023,19,60.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,58.0
WPR,NH,NH,KOR,Republic of Korea,2005-05-30,2005,22,9.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,9.0,0.0
WPR,NH,NH,KOR,Republic of Korea,2022-10-24,2022,43,281.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,277.0
AFR,YR,NH,SEN,Senegal,2017-09-11,2017,37,70.0,9.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,15.0,0.0,0.0,0.0,15.0,27.0,43.0
AFR,YR,NH,BFA,Burkina Faso,2018-09-17,2018,38,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,8.0
EMR,NH,NH,TUN,Tunisia,2017-01-23,2017,4,44.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,11.0,33.0
AFR,YR,SH,ZMB,Zambia,2020-05-04,2020,19,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
AMR,YR,NH,NIC,Nicaragua,2020-08-03,2020,32,53.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,52.0
AMR,YR,NH,JAM,Jamaica,2015-12-07,2015,50,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
EMR,YR,NH,JOR,Jordan,2018-05-28,2018,22,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0
EUR,NH,NH,ITA,Italy,2021-01-18,2021,3,335.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,335.0
AFR,YR,NH,UGA,Uganda,2019-02-04,2019,6,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
SEAR,YR,NH,NPL,Nepal,2022-02-14,2022,7,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0
EMR,YR,NH,PAK,Pakistan,2019-04-22,2019,17,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0
WPR,YR,NH,PHL,Philippines,2019-02-18,2019,8,60.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,13.0,0.0,0.0,0.0,13.0,19.0,41.0
AMR,YR,NH,CRI,Costa Rica,2020-11-30,2020,49,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
AMR,YR,SH,BRA,Brazil,1998-01-19,1998,4,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
AFR,NH,NH,DZA,Algeria,2019-01-14,2019,3,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
WPR,NH,NH,KOR,Republic of Korea,2019-02-04,2019,6,26.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,23.0
AMR,YR,NH,CRI,Costa Rica,2021-03-29,2021,13,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0
AFR,YR,SH,MDG,Madagascar,2019-07-08,2019,28,14.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,8.0,6.0
AFR,YR,NH,CMR,Cameroon,2023-05-29,2023,22,43.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,36.0
AMR,YR,NH,SUR,Suriname,2016-01-11,2016,2,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0
AMR,YR,NH,ABW,Aruba,2017-02-20,2017,8,11.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0
SEAR,YR,NH,NPL,Nepal,2016-05-16,2016,20,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,9.0,20.0
EMR,YR,NH,IRQ,Iraq,2016-08-29,2016,35,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
EMR,YR,NH,AFG,Afghanistan,2016-09-05,2016,36,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0
EUR,NH,NH,LTU,Lithuania,2012-04-23,2012,17,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
SEAR,YR,SH,TLS,Timor-Leste,2021-06-21,2021,25,127.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127.0
WPR,YR,NH,LAO,Lao People's Democratic Republic,2020-10-05,2020,41,119.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,114.0
EMR,YR,NH,BHR,Bahrain,2022-05-30,2022,22,768.0,1.0,0.0,60.0,0.0,0.0,9.0,0.0,0.0,70.0,0.0,0.0,9.0,0.0,0.0,1.0,10.0,80.0,688.0
SEAR,YR,NH,NPL,Nepal,2019-01-14,2019,3,263.0,149.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,155.0,0.0,0.0,0.0,0.0,4.0,17.0,21.0,176.0,87.0
WPR,SH,SH,NCL,New Caledonia,2019-03-04,2019,10,39.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,30.0
AFR,YR,NH,UGA,Uganda,2018-10-29,2018,44,8.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0
AMR,YR,NH,NIC,Nicaragua,2015-05-25,2015,22,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0
AFR,NH,NH,DZA,Algeria,2018-10-15,2018,42,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
AMR,NH,NH,USA,United States of America,2020-06-22,2020,26,5667.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,16.0,5651.0
EMR,NH,NH,PSE,"occupied Palestinian territory, including east Jerusalem",2019-10-07,2019,41,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
EMR,YR,NH,JOR,Jordan,2020-09-28,2020,40,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0
AFR,YR,SH,MUS,Mauritius,2022-04-25,2022,17,106.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,104.0
SEAR,YR,NH,IND,India,2022-07-04,2022,27,44.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,38.0
AMR,YR,NH,BLZ,Belize,2023-07-03,2023,27,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0
AMR,YR,SH,ECU,Ecuador,2022-11-28,2022,48,137.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,94.0
AFR,SH,SH,ZAF,South Africa,2019-08-05,2019,32,117.0,2.0,0.0,16.0,0.0,0.0,1.0,0.0,0.0,19.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,20.0,97.0
AMR,YR,NH,MEX,Mexico,2015-08-24,2015,35,152.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,146.0
AMR,YR,NH,HND,Honduras,2021-03-01,2021,9,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
