WHOREGION,FLUSEASON,HEMISPHERE,COUNTRY_CODE,COUNTRY_AREA_TERRITORY,ISO_WEEKSTARTDATE,ISO_YEAR,ISO_WEEK,SPEC_PROCESSED_NB,AH1N12009,AH1,AH3,AH5,AH7N9,ANOTSUBTYPED,ANOTSUBTYPABLE,AOTHER_SUBTYPE,INF_A,BVIC_2DEL,BVIC_3DEL,BVIC_NODEL,BVIC_DELUNK,BYAM,BNOTDETERMINED,INF_B,INF_ALL,INF_NEGATIVE
AFR,YR,SH,COG,Congo,2013-01-14,2013,3,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
AMR,YR,NH,JAM,Jamaica,2018-02-26,2018,9,29.0,5.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,11.0,18.0
EMR,YR,NH,IRQ,Iraq,2019-05-13,2019,20,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0
EMR,NH,NH,MAR,Morocco,2023-04-24,2023,17,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0
AMR,YR,NH,COL,Colombia,2021-12-06,2021,49,677.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,674.0
EMR,NH,NH,PSE,"occupied Palestinian territory, including east Jerusalem",2017-10-30,2017,44,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0
SEAR,YR,NH,NPL,Nepal,2023-03-13,2023,11,145.0,2.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,16.0,129.0
AMR,YR,NH,TTO,Trinidad and Tobago,2020-09-14,2020,38,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
WPR,SH,SH,AUS,Australia,2016-06-20,2016,25,974.0,17.0,0.0,19.0,0.0,0.0,27.0,0.0,0.0,63.0,0.0,0.0,0.0,0.0,0.0,14.0,14.0,77.0,897.0
EMR,YR,NH,AFG,Afghanistan,2019-07-08,2019,28,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0
WPR,SH,SH,AUS,Australia,2021-02-01,2021,5,1823.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1823.0
AFR,YR,NH,SEN,Senegal,2019-06-03,2019,23,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
SEAR,YR,NH,BTN,Bhutan,2019-04-29,2019,18,55.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10.0,0.0,2.0,0.0,12.0,13.0,42.0
SEAR,YR,NH,NPL,Nepal,2019-12-30,2020,1,17.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,14.0
WPR,SH,SH,AUS,Australia,2000-01-10,2000,2,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
AMR,NH,NH,USA,United States of America,2018-11-12,2018,46,24475.0,0.0,0.0,0.0,0.0,0.0,668.0,0.0,0.0,668.0,0.0,0.0,0.0,0.0,0.0,104.0,104.0,772.0,23703.0
AMR,YR,SH,ECU,Ecuador,2022-01-10,2022,2,42.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,40.0
WPR,SH,SH,NCL,New Caledonia,2018-05-07,2018,19,41.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,7.0,0.0,7.0,10.0,31.0
EMR,YR,NH,ARE,United Arab Emirates,2023-05-22,2023,21,712.0,8.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,17.0,0.0,0.0,7.0,24.0,36.0,676.0
AFR,YR,SH,TZA,United Republic of Tanzania,2021-11-22,2021,47,116.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,109.0
WPR,YR,NH,LAO,Lao People's Democratic Republic,2017-08-07,2017,32,140.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,35.0,105.0
SEAR,YR,SH,TLS,Timor-Leste,2021-07-05,2021,27,332.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,332.0
AFR,SH,SH,ZAF,South Africa,2018-04-09,2018,15,182.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,179.0
EMR,YR,NH,ARE,United Arab Emirates,2022-09-05,2022,36,271.0,3.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,17.0,254.0
SEAR,YR,SH,TLS,Timor-Leste,2021-01-11,2021,2,132.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132.0
EUR,NH,NH,SWE,Sweden,2007-01-08,2007,2,25.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0
SEAR,YR,NH,THA,Thailand,2017-06-05,2017,23,73.0,5.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,12.0,61.0
AMR,YR,SH,BOL,Bolivia (Plurinational State of),2020-03-30,2020,14,62.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,61.0
AMR,YR,NH,LCA,Saint Lucia,2018-06-11,2018,24,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0
AMR,YR,NH,BRB,Barbados,2017-01-02,2017,1,7.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0
EMR,YR,NH,LBN,Lebanon,2022-07-25,2022,30,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0
SEAR,YR,NH,IND,India,2018-12-17,2018,51,564.0,71.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,86.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,88.0,476.0
AMR,YR,NH,CRI,Costa Rica,2020-04-06,2020,15,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0
AMR,YR,NH,ABW,Aruba,2020-09-21,2020,39,136.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136.0
EMR,YR,NH,JOR,Jordan,2016-06-06,2016,23,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0
WPR,YR,NH,CHN,China,2019-06-24,2019,26,6665.0,22.0,0.0,121.0,0.0,0.0,0.0,0.0,0.0,143.0,0.0,0.0,489.0,0.0,7.0,7.0,503.0,646.0,6019.0
EMR,YR,NH,QAT,Qatar,2022-01-03,2022,1,238.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,237.0
AMR,YR,NH,CRI,Costa Rica,2007-05-28,2007,22,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
AFR,YR,NH,GHA,Ghana,2021-04-12,2021,15,33.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,28.0
EUR,NH,NH,SRB,Serbia,2012-02-20,2012,8,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
AFR,SH,SH,ZAF,South Africa,2016-01-18,2016,3,92.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,91.0
AMR,SH,SH,CHL,Chile,2020-08-24,2020,35,731.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,731.0
AFR,YR,NH,NER,Niger,2013-12-16,2013,51,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,10.0
AMR,NH,NH,USA,United States of America,2019-03-18,2019,12,48659.0,0.0,0.0,0.0,0.0,0.0,10322.0,0.0,0.0,10322.0,0.0,0.0,0.0,0.0,0.0,614.0,614.0,10936.0,37723.0
SEAR,YR,NH,NPL,Nepal,2020-03-09,2020,11,73.0,15.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,26.0,47.0
SEAR,YR,SH,IDN,Indonesia,2018-04-09,2018,15,60.0,3.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,15.0,45.0
AMR,NH,NH,USA,United States of America,2015-10-12,2015,42,13111.0,0.0,0.0,0.0,0.0,0.0,116.0,0.0,0.0,116.0,0.0,0.0,0.0,0.0,0.0,54.0,54.0,170.0,12941.0
AMR,YR,NH,JAM,Jamaica,2016-06-27,2016,26,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0
SEAR,YR,SH,TLS,Timor-Leste,2018-06-04,2018,23,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
AMR,YR,NH,CRI,Costa Rica,2022-08-22,2022,34,168.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,162.0
EMR,YR,NH,JOR,Jordan,2021-04-05,2021,14,132.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132.0
AMR,YR,SH,BRA,Brazil,2020-08-24,2020,35,38889.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38889.0
EMR,NH,NH,EGY,Egypt,2017-03-20,2017,12,191.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,20.0,171.0
WPR,NH,NH,KOR,Republic of Korea,2005-05-23,2005,21,20.0,0.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,20.0,0.0
EUR,NH,NH,DEU,Germany,1998-12-21,1998,52,9.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,9.0,0.0
AMR,NH,NH,USA,United States of America,2023-08-28,2023,35,1847.0,48.0,0.0,8.0,0.0,0.0,10.0,0.0,0.0,66.0,0.0,0.0,12.0,0.0,0.0,3.0,15.0,81.0,1766.0
WPR,YR,NH,SGP,Singapore,2022-12-26,2022,52,89.0,4.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,19.0,70.0
EMR,NH,NH,MAR,Morocco,2023-01-16,2023,3,121.0,10.0,0.0,3.0,0.0,0.0,11.0,0.0,0.0,24.0,0.0,0.0,11.0,0.0,0.0,0.0,11.0,35.0,86.0
AFR,YR,SH,MDG,Madagascar,2021-09-06,2021,36,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,5.0,31.0
AMR,NH,NH,USA,United States of America,2020-08-24,2020,35,6334.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,13.0,13.0,20.0,6314.0
AFR,YR,SH,MDG,Madagascar,2017-06-12,2017,24,13.0,0.0,0.0,6.0,0.0,0.0,4.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,3.0
EMR,YR,NH,PAK,Pakistan,2021-08-02,2021,31,126.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.0
SEAR,YR,NH,BTN,Bhutan,2018-03-05,2018,10,49.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,6.0,1.0,7.0,13.0,36.0
WPR,SH,SH,NCL,New Caledonia,2017-06-19,2017,25,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
EMR,YR,NH,JOR,Jordan,2017-05-08,2017,19,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
AMR,SH,SH,PRY,Paraguay,2020-08-10,2020,33,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0
EMR,YR,NH,LBN,Lebanon,2018-06-04,2018,23,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
AFR,YR,NH,UGA,Uganda,2019-07-29,2019,31,28.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,6.0,22.0
EMR,YR,NH,LBN,Lebanon,2017-06-12,2017,24,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0
AMR,YR,NH,BLZ,Belize,2017-05-29,2017,22,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
EMR,YR,NH,SYR,Syrian Arab Republic,2021-01-25,2021,4,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0
SEAR,YR,NH,BGD,Bangladesh,2018-03-12,2018,11,116.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.0
EMR,YR,NH,BHR,Bahrain,2018-11-26,2018,48,16.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,10.0
AMR,YR,NH,SLV,El Salvador,2022-09-12,2022,37,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0
AMR,YR,NH,BLZ,Belize,2022-07-18,2022,29,114.0,1.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,92.0
WPR,YR,NH,VNM,Viet Nam,2018-04-23,2018,17,20.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,1.0,0.0,3.0,6.0,14.0
SEAR,YR,NH,IND,India,2022-08-08,2022,32,328.0,96.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,97.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,98.0,230.0
WPR,NH,NH,KOR,Republic of Korea,2022-04-04,2022,14,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0
AFR,YR,NH,UGA,Uganda,2021-09-27,2021,39,63.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,60.0
AMR,YR,SH,BRA,Brazil,2022-07-18,2022,29,950.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,24.0,926.0
EMR,NH,NH,EGY,Egypt,2018-05-14,2018,20,150.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,4.0,146.0
AMR,YR,NH,GTM,Guatemala,2022-08-01,2022,31,53.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,52.0
EMR,NH,NH,TUN,Tunisia,2019-11-25,2019,48,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,22.0
AMR,SH,SH,ARG,Argentina,2000-07-10,2000,28,20.0,0.0,6.0,0.0,0.0,0.0,14.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0
SEAR,YR,NH,IND,India,2023-06-12,2023,24,584.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,12.0,0.0,0.0,6.0,18.0,23.0,561.0
AMR,YR,NH,COL,Colombia,2023-02-13,2023,7,2021.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2017.0
AFR,YR,SH,MDG,Madagascar,2021-08-02,2021,31,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,56.0
WPR,YR,NH,CHN,China,2019-04-29,2019,18,5972.0,49.0,0.0,168.0,0.0,0.0,0.0,0.0,0.0,217.0,0.0,0.0,1037.0,0.0,6.0,10.0,1053.0,1270.0,4702.0
AMR,YR,NH,DMA,Dominica,2018-05-28,2018,22,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
AFR,YR,NH,GHA,Ghana,2019-09-02,2019,36,79.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,75.0
EMR,YR,NH,PAK,Pakistan,2023-01-09,2023,2,712.0,115.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,118.0,0.0,0.0,36.0,0.0,0.0,0.0,36.0,154.0,558.0
AMR,YR,NH,GTM,Guatemala,2022-02-21,2022,8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
AMR,SH,SH,URY,Uruguay,2006-04-03,2006,14,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
WPR,SH,SH,AUS,Australia,2021-08-16,2021,33,2837.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2837.0
SEAR,YR,NH,BGD,Bangladesh,2017-09-25,2017,39,81.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,6.0,0.0,8.0,9.0,72.0
AFR,YR,NH,NER,Niger,2022-06-13,2022,24,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0
SEAR,YR,NH,NPL,Nepal,2019-01-07,2019,2,209.0,108.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,113.0,0.0,0.0,2.0,0.0,1.0,16.0,19.0,132.0,77.0
AMR,YR,NH,HTI,Haiti,2018-06-18,2018,25,62.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,57.0
AMR,YR,NH,BLZ,Belize,2022-01-31,2022,5,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0
EMR,YR,NH,BHR,Bahrain,2023-09-04,2023,36,124.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,8.0,116.0
AMR,YR,SH,ECU,Ecuador,2021-07-26,2021,30,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0
AFR,YR,NH,BFA,Burkina Faso,2021-06-14,2021,24,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
AMR,YR,NH,GLP,Guadeloupe,2012-04-30,2012,18,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
AMR,YR,NH,MEX,Mexico,2022-01-17,2022,3,866.0,1.0,0.0,127.0,0.0,0.0,0.0,6.0,0.0,134.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134.0,732.0
EMR,NH,NH,EGY,Egypt,2017-05-08,2017,19,153.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,14.0,14.0,16.0,137.0
AMR,YR,NH,CRI,Costa Rica,2021-09-06,2021,36,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0
EUR,NH,NH,CHE,Switzerland,2009-08-17,2009,34,27.0,25.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0
EMR,YR,NH,LBN,Lebanon,2016-09-05,2016,36,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
AMR,YR,NH,BLZ,Belize,2018-06-18,2018,25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
AMR,YR,NH,CRI,Costa Rica,2022-04-11,2022,15,93.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,90.0
EMR,YR,NH,QAT,Qatar,2018-08-27,2018,35,458.0,19.0,0.0,15.0,0.0,0.0,10.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,19.0,19.0,63.0,395.0
AMR,SH,SH,PRY,Paraguay,2023-06-19,2023,25,469.0,22.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,28.0,441.0
WPR,NH,NH,KOR,Republic of Korea,2023-08-14,2023,33,165.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,161.0
SEAR,YR,NH,NPL,Nepal,2020-02-03,2020,6,41.0,9.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,13.0,28.0
AMR,SH,SH,PRY,Paraguay,2021-01-25,2021,4,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0
AFR,YR,SH,MDG,Madagascar,2022-11-28,2022,48,120.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,49.0,71.0
EMR,YR,NH,IRN,Iran (Islamic Republic of),2019-04-08,2019,15,116.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,115.0
AMR,YR,NH,HND,Honduras,2021-11-29,2021,48,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
AFR,YR,SH,MDG,Madagascar,2020-05-25,2020,22,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
AFR,YR,SH,ZMB,Zambia,2021-07-12,2021,28,58.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,57.0
WPR,YR,NH,SGP,Singapore,2021-10-18,2021,42,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0
WPR,SH,SH,PNG,Papua New Guinea,2018-11-05,2018,45,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
WPR,SH,SH,PNG,Papua New Guinea,2015-09-07,2015,37,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0
AFR,YR,SH,ZMB,Zambia,1997-05-05,1997,19,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
AMR,YR,NH,HND,Honduras,2021-08-16,2021,33,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0
AFR,YR,SH,TZA,United Republic of Tanzania,2023-01-09,2023,2,159.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,147.0
